TITLE,BRAND,MODEL,RAM(GB),ROM(GB),DISPLAY_SIZE(inch),CONNECTIVITY_TYPE,REAR_CAMERA(MP),FRONT_CAMERA(MP),BATTERY(mAh),VERSION,WARRENTY,RATINGS,REVIEWS_COUNT,ORIGINAL_PRICE(INR),FINAL_PRICE(INR),DISCOUNT_PERCENT,EXCHANGE_DISCOUNT_PRICE(INR)
apple ipad 32 gb rom 9.7 inch with wi-fi only (silver),apple,unknown,4,32,9.7,wi-fi only,8.0,1.2,7100,ios,1,4.6,1654,28000,28000,0,0
apple ipad pro 256 gb rom 10.5 inch with 4g (gold),apple,unknown,4,256,10.5,wi-fi+sim,12.0,7.0,7100,ios,1,4.7,386,74100,74100,0,0
apple ipad 128 gb rom 9.7 inch with 4g (silver),apple,unknown,4,128,9.7,wi-fi+sim,8.0,1.2,7100,ios,1,4.6,1654,46300,46300,0,0
apple ipad pro 512 gb rom 10.5 inch with wi-fi only (gold),apple,unknown,4,512,10.5,wi-fi only,12.0,7.0,7100,ios,1,4.7,386,80500,80500,0,0
apple ipad pro 32 gb 9.7 inch with wi-fi+4g,apple,unknown,2,32,9.7,wi-fi+sim,12.0,5.0,7100,ios,1,4.5,64,61900,61900,0,0
apple ipad pro 512 gb rom 10.5 inch with wi-fi only (rose gold),apple,unknown,4,512,10.5,wi-fi only,12.0,7.0,7100,ios,1,4.7,386,80500,80500,0,0
apple ipad pro 256 gb rom 10.5 inch with 4g (silver),apple,unknown,4,256,10.5,wi-fi+sim,12.0,7.0,7100,ios,1,4.7,386,74100,74100,0,0
apple ipad pro 64 gb rom 10.5 inch with wi-fi only (gold),apple,unknown,4,64,10.5,wi-fi only,12.0,7.0,7100,ios,1,4.7,386,57900,57900,0,0
lenovo tab m10 4 gb ram 128 gb rom 10.3 inch with 4g tablet (platinum grey),lenovo,tab m10,4,128,10.3,wi-fi+sim,8.0,5.0,5000,android,1,4.1,30,35000,19629,43,0
samsung galaxy tab s10 fe 8 gb ram 128 gb rom 10.9 inch with wi-fi only gaming tablet (blue),samsung,galaxy tab s10 fe,8,128,10.9,wi-fi only,12.0,12.0,8000,android,1,4.8,3,49999,39999,20,0
apple ipad pro 256 gb rom 10.5 inch with wi-fi only (rose gold),apple,unknown,4,256,10.5,wi-fi only,12.0,7.0,7100,ios,1,4.7,386,63500,63500,0,0
apple ipad pro 256 gb rom 10.5 inch with wi-fi only (silver),apple,unknown,4,256,10.5,wi-fi only,12.0,7.0,7100,ios,1,4.7,386,63500,63500,0,0
apple ipad pro 64 gb rom 10.5 inch with 4g (silver),apple,unknown,4,64,10.5,wi-fi+sim,12.0,7.0,7100,ios,1,4.7,386,61400,61400,0,0
apple ipad pro 256 gb rom 10.5 inch with wi-fi only (gold),apple,unknown,4,256,10.5,wi-fi only,12.0,7.0,7100,ios,1,4.7,386,63500,63500,0,0
i kall n17 pro 3 gb ram 32 gb rom 8 inch with 4g tablet (metallic grey),i,kall n17 pro,3,32,8.0,wi-fi+sim,8.0,5.0,4000,android,1,3.3,1,8999,7099,21,0
acer one 10 4 gb ram 64 gb rom 10.1 inch with 4g tablet (space grey),acer,one 10,4,64,10.1,wi-fi+sim,13.0,5.0,7100,android,1,3.9,14,29990,16990,43,0
apple ipad pro 64 gb rom 10.5 inch with wi-fi only (rose gold),apple,unknown,4,64,10.5,wi-fi only,12.0,7.0,7100,ios,1,4.7,386,57900,57900,0,0
lenovo tab m10 hd (2nd gen) 2 gb ram 32 gb rom 10.1 inches with 4g tablet (platinum grey),lenovo,tab m10 hd (2nd gen),2,32,10.1,wi-fi+sim,8.0,5.0,5000,android,1,4.1,21,20000,13239,33,0
apple ipad 32 gb rom 9.7 inch with 4g (silver),apple,unknown,4,32,9.7,wi-fi+sim,8.0,1.2,7100,ios,1,4.6,1654,38600,38600,0,0
samsung galaxy tab s7 fe with stylus 4 gb ram 64 gb rom 12.4 inches with 4g tablet (black),samsung,galaxy tab s7 fe with stylus,4,64,12.4,wi-fi+sim,8.0,12.0,10090,unknown,1,4.5,214,54999,42999,21,0
apple ipad pro 32 gb 9.7 inch with wi-fi only,apple,unknown,2,32,9.7,wi-fi only,12.0,5.0,7100,ios,1,4.5,64,49900,49900,0,0
apple ipad pro (2018) 512 gb rom 11 inch with wi-fi only (silver),apple,unknown,4,512,11.0,wi-fi only,12.0,7.0,7100,ios,1,4.8,43,103900,100489,3,0
apple ipad pro 2020 (2nd generation) 6 gb ram 512 gb rom 11 inch with 4g (space grey),apple,ipad pro 2020 (2nd generation),6,512,11.0,wi-fi+sim,12.0,7.0,7100,ipados,1,4.7,85,112900,100489,10,0
apple ipad air (4th gen) 256 gb rom 10.9 inch with wi-fi only (rose gold),apple,unknown,4,256,10.9,wi-fi only,12.0,7.0,7100,ipados,1,4.7,640,68900,65559,4,0
apple ipad pro (2018) 1 tb rom 11 inch with wi-fi only (silver),apple,unknown,4,128,11.0,wi-fi only,12.0,7.0,7100,ios,1,4.8,43,139900,139900,0,0
apple ipad air (4th gen) 64 gb rom 10.9 inch with 4g (rose gold),apple,unknown,4,64,10.9,wi-fi+sim,12.0,7.0,7100,ipados,1,4.7,640,66900,63659,4,0
apple ipad pro 2020 (2nd generation) 6 gb ram 256 gb rom 11 inch with wi-fi only (space grey),apple,ipad pro 2020 (2nd generation),6,256,11.0,wi-fi only,12.0,7.0,7100,ipados,1,4.7,85,80900,78249,3,0
apple ipad (7th gen) 32 gb rom 10.2 inch with 4g (silver),apple,unknown,4,32,10.2,wi-fi+sim,8.0,1.2,7100,ipados,1,4.6,1161,40900,40900,0,0
apple 2025 ipad air (m3) 512 gb rom 11.0 inch with wi-fi only (space grey),apple,unknown,4,512,11.0,wi-fi only,12.0,12.0,7100,ipados,1,4.5,14,89900,85549,4,42600
apple ipad pro (2018) 256 gb rom 11 inch with wi-fi only (silver),apple,unknown,4,256,11.0,wi-fi only,12.0,7.0,7100,ios,1,4.8,43,85900,85900,0,0
apple ipad air (4th gen) 64 gb rom 10.9 inch with wi-fi only (rose gold),apple,unknown,4,64,10.9,wi-fi only,12.0,7.0,7100,ipados,1,4.7,640,54900,52239,4,0
lenovo tab 4 10 plus 4 gb ram 64 gb rom 10.1 inch with 4g tablet (aurora black),lenovo,tab 4 10 plus,4,64,10.1,wi-fi+sim,8.0,5.0,7000,android,1,4.3,182,35000,28349,19,0
apple ipad pro (2018) 64 gb rom 11 inch with wi-fi only (silver),apple,unknown,4,64,11.0,wi-fi only,12.0,7.0,7100,ios,1,4.8,43,71900,71900,0,0
apple ipad (6th gen) 32 gb rom 9.7 inch with 4g (gold),apple,unknown,4,32,9.7,wi-fi+sim,8.0,1.2,7100,ios,1,4.7,3012,38600,33959,12,0
apple ipad air (4th gen) 64 gb rom 10.9 inch with 4g (silver),apple,unknown,4,64,10.9,wi-fi+sim,12.0,7.0,7100,ipados,1,4.7,640,66900,66900,0,0
apple ipad pro 512 gb rom 12.9 inch with wi-fi only (silver),apple,unknown,4,512,12.9,wi-fi only,12.0,7.0,7100,ios,1,4.7,32,93200,93200,0,0
apple ipad pro 256 gb rom 12.9 inch with wi-fi only (silver),apple,unknown,4,256,12.9,wi-fi only,12.0,7.0,7100,ios,1,4.7,32,76200,76200,0,0
samsung galaxy tab a8 4 gb ram 64 gb rom 10.5 inch with 4g tablet (pink gold),samsung,galaxy tab a8,4,64,10.5,wi-fi+sim,8.0,5.0,7040,android,1,4.4,909,28799,14990,47,0
apple ipad pro 2021 (5th generation) 8 gb ram 512 gb rom 12.9 inches with wi-fi+5g (silver),apple,ipad pro 2021 (5th generation),8,512,12.9,wi-fi+sim,12.0,12.0,7100,ipados,1,4.6,16,140900,134079,4,0
apple ipad air (4th gen) 256 gb rom 10.9 inch with wi-fi only (silver),apple,unknown,4,256,10.9,wi-fi only,12.0,7.0,7100,ipados,1,4.7,640,68900,65559,4,0
apple ipad pro 2021 (5th generation) 8 gb ram 512 gb rom 12.9 inches with wi-fi only (silver),apple,ipad pro 2021 (5th generation),8,512,12.9,wi-fi only,12.0,12.0,7100,ipados,1,4.6,16,126900,120759,4,0
apple ipad pro 64 gb rom 12.9 inch with wi-fi only (silver),apple,unknown,4,64,12.9,wi-fi only,12.0,7.0,7100,ios,1,4.7,32,63500,63500,0,0
apple ipad (6th gen) 32 gb rom 9.7 inch with 4g (silver),apple,unknown,4,32,9.7,wi-fi+sim,8.0,1.2,7100,ios,1,4.7,3012,38600,33959,12,0
apple ipad (6th gen) 128 gb rom 9.7 inch with wi-fi only (gold),apple,unknown,4,128,9.7,wi-fi only,8.0,1.2,7100,ios,1,4.7,3012,35700,31239,12,0
apple ipad air (4th gen) 64 gb rom 10.9 inch with wi-fi only (silver),apple,unknown,4,64,10.9,wi-fi only,12.0,7.0,7100,ipados,1,4.7,640,54900,52239,4,0
domo tab slp9 os12 t310 4 gb ram 64 gb rom 10.1 inch with wi-fi+4g tablet (grey),domo,tab slp9 os12 t310,4,64,10.1,wi-fi+sim,13.0,5.0,5020,android,1,3.3,2,29990,9990,66,0
apple ipad pro 2021 (5th generation) 8 gb ram 128 gb rom 12.9 inches with wi-fi only (silver),apple,ipad pro 2021 (5th generation),8,128,12.9,wi-fi only,12.0,12.0,7100,ipados,1,4.6,16,99900,95059,4,0
lenovo tab m11 with pen 4 gb ram 128 gb rom 11.0 inch with wi-fi only tablet (seafoam green),lenovo,tab m11 with pen,4,128,11.0,wi-fi only,13.0,8.0,7040,android,1,4.3,64,31999,11125,65,0
apple ipad pro 2021 (5th generation) 8 gb ram 256 gb rom 12.9 inches with wi-fi only (silver),apple,ipad pro 2021 (5th generation),8,256,12.9,wi-fi only,12.0,12.0,7100,ipados,1,4.6,16,108900,103629,4,0
apple ipad (6th gen) 128 gb rom 9.7 inch with wi-fi only (silver),apple,unknown,4,128,9.7,wi-fi only,8.0,1.2,7100,ios,1,4.7,3012,35700,31239,12,0
contixo kids android 10 2 gb ram 32 gb rom 7 inch with wi-fi only tablet (pink),contixo,kids android 10,2,32,7.0,wi-fi only,2.0,0.3,2800,android,1,2.7,15,14999,14999,0,0
samsung galaxy tab s10 fe 12 gb ram 256 gb rom 10.9 inch with wi-fi+5g gaming tablet (blue),samsung,galaxy tab s10 fe,12,256,10.9,wi-fi+sim,12.0,12.0,8000,android,1,4.8,3,70999,70999,0,0
apple ipad 32 gb rom 9.7 inch with wi-fi only (gold),apple,unknown,4,32,9.7,wi-fi only,8.0,1.2,7100,ios,1,4.6,1654,28000,28000,0,0
apple 2024 ipad air (m2) 256 gb rom 13.0 inch with wi-fi+5g (purple),apple,unknown,4,256,13.0,wi-fi+sim,12.0,12.0,7100,ios,0,4.7,4,104900,104900,0,0
apple 2025 ipad air (m3) 256 gb rom 13.0 inch with wi-fi only (blue),apple,unknown,4,256,13.0,wi-fi only,12.0,12.0,7100,ipados,1,4.4,3,89900,85549,4,42600
samsung galaxy tab s4 (with pen) 4 gb ram 64 gb rom 10.5 inch with 4g tablet (grey),samsung,galaxy tab s4 (with pen),4,64,10.5,wi-fi+sim,13.0,12.0,7300,unknown,0,4.7,2,62700,62700,0,0
apple 2025 ipad air (m3) 1 tb rom 11.0 inch with wi-fi only (starlight),apple,unknown,4,128,11.0,wi-fi only,12.0,12.0,7100,ipados,1,4.5,14,109900,104579,4,0
contixo kids android 10 2 gb ram 32 gb rom 7 inch with wi-fi only tablet (sky blue),contixo,kids android 10,2,32,7.0,wi-fi only,2.0,0.3,2800,android,1,2.7,15,14999,14999,0,0
apple 2024 ipad air (m2) 256 gb rom 13.0 inch with wi-fi only (purple),apple,unknown,4,256,13.0,wi-fi only,12.0,12.0,7100,ios,0,4.7,4,89900,89900,0,0
samsung galaxy tab s7+ 6 gb ram 128 gb rom 12.4 inch with 4g tablet (mystic black),samsung,galaxy tab s7+,6,128,12.4,wi-fi+sim,13.0,8.0,10090,android,1,4.7,95,84999,84999,0,0
apple ipad pro (2018) 1 tb rom 12.9 inch with wi-fi only (silver),apple,unknown,4,128,12.9,wi-fi only,12.0,7.0,7100,ios,1,4.8,11,157900,157900,0,0
apple ipad pro (2018) 256 gb rom 12.9 inch with wi-fi only (silver),apple,unknown,4,256,12.9,wi-fi only,12.0,7.0,7100,ios,1,4.8,11,103900,100489,3,0
apple 2025 ipad air (m3) 1 tb rom 11.0 inch with wi-fi only (space grey),apple,unknown,4,128,11.0,wi-fi only,12.0,12.0,7100,ipados,1,4.5,14,109900,104579,4,0
apple ipad pro 512 gb rom 10.5 inch with 4g (gold),apple,unknown,4,512,10.5,wi-fi+sim,12.0,7.0,7100,ios,1,4.7,386,91100,91100,0,0
apple ipad pro 512 gb rom 10.5 inch with 4g (rose gold),apple,unknown,4,512,10.5,wi-fi+sim,12.0,7.0,7100,ios,1,4.7,386,91100,91100,0,0
apple ipad air (5th gen) 256 gb rom 10.9 inch with wi-fi+5g (blue),apple,unknown,4,256,10.9,wi-fi+sim,12.0,12.0,7100,ipados,1,4.6,246,79900,70199,12,0
lenovo tab m7 1 gb ram 16 gb rom 7 inches with 4g tablet (iron grey),lenovo,tab m7,1,16,7.0,wi-fi+sim,2.0,2.0,3500,android,1,3.5,97,9900,7089,28,0
apple ipad air (5th gen) 256 gb rom 10.9 inch with wi-fi only (pink),apple,unknown,4,256,10.9,wi-fi only,12.0,12.0,7100,ipados,1,4.6,246,64900,56159,13,0
apple ipad pro 256 gb rom 10.5 inch with 4g (rose gold),apple,unknown,4,256,10.5,wi-fi+sim,12.0,7.0,7100,ios,1,4.7,386,74100,74100,0,0
apple 2025 ipad pro (m5) 12 gb ram 256 gb rom 13.0 inch with wi-fi only (space black),apple,2025 ipad pro (m5),12,256,13.0,wi-fi only,12.0,12.0,7100,ios,0,4.6,0,129900,128379,1,0
apple ipad pro 64 gb rom 10.5 inch with 4g (rose gold),apple,unknown,4,64,10.5,wi-fi+sim,12.0,7.0,7100,ios,1,4.7,386,61400,61400,0,0
apple ipad pro 64 gb rom 10.5 inch with 4g (gold),apple,unknown,4,64,10.5,wi-fi+sim,12.0,7.0,7100,ios,1,4.7,386,61400,61400,0,0
apple ipad pro 512 gb rom 10.5 inch with wi-fi only (silver),apple,unknown,4,512,10.5,wi-fi only,12.0,7.0,7100,ios,1,4.7,386,80500,80500,0,0
apple 2024 ipad air (m2) 512 gb rom 13.0 inch with wi-fi only (purple),apple,unknown,4,512,13.0,wi-fi only,12.0,12.0,7100,ios,0,4.7,4,109900,104579,4,0
apple ipad pro (2018) 64 gb rom 12.9 inch with wi-fi only (silver),apple,unknown,4,64,12.9,wi-fi only,12.0,7.0,7100,ios,1,4.8,11,89900,89900,0,0
samsung galaxy tab s7 fe with stylus 6 gb ram 128 gb rom 12.4 inches with 4g tablet (pink),samsung,galaxy tab s7 fe with stylus,6,128,12.4,wi-fi+sim,8.0,12.0,10090,unknown,1,4.5,214,59999,47999,20,0
apple ipad mini 4 128 gb 7.9 inch with wi-fi+4g,apple,unknown,2,128,7.9,wi-fi+sim,8.0,1.2,5124,ios,1,4.4,63,52900,52900,0,0
samsung galaxy tab s10 fe 8 gb ram 128 gb rom 10.9 inch with wi-fi+5g gaming tablet (gray),samsung,galaxy tab s10 fe,8,128,10.9,wi-fi+sim,12.0,12.0,8000,android,1,4.8,3,59999,49999,16,0
apple ipad air (5th gen) 64 gb rom 10.9 inch with wi-fi only (pink),apple,unknown,4,64,10.9,wi-fi only,12.0,12.0,7100,ipados,1,4.6,246,54900,54900,0,0
samsung galaxy tab s10 fe 8 gb ram 128 gb rom 10.9 inch with wi-fi+5g gaming tablet (blue),samsung,galaxy tab s10 fe,8,128,10.9,wi-fi+sim,12.0,12.0,8000,android,1,4.8,3,59999,59999,0,0
samsung galaxy tab s6 lite with stylus 4 gb ram 128 gb rom 10.4 inch with 4g tablet (pink),samsung,galaxy tab s6 lite with stylus,4,128,10.4,wi-fi+sim,8.0,5.0,7040,android,1,4.5,1185,41999,41999,0,0
samsung galaxy tab s10 fe+ 12 gb ram 256 gb rom 13.1 inch with wi-fi+5g gaming tablet (gray),samsung,galaxy tab s10 fe+,12,256,13.1,wi-fi+sim,12.0,12.0,10090,android,1,4.6,7,86999,86999,0,0
lenovo tab p12 pro 8 gb ram 256 gb rom 12.6 inch with wi-fi only tablet (storm grey),lenovo,tab p12 pro,8,256,12.6,wi-fi only,13.0,8.0,10200,android,1,4.0,3,85000,66179,22,0
apple ipad air (5th gen) 256 gb rom 10.9 inch with wi-fi only (blue),apple,unknown,4,256,10.9,wi-fi only,12.0,12.0,7100,ipados,1,4.6,246,64900,56159,13,0
apple ipad air (5th gen) 256 gb rom 10.9 inch with wi-fi+5g (pink),apple,unknown,4,256,10.9,wi-fi+sim,12.0,12.0,7100,ipados,1,4.6,246,79900,70199,12,0
apple ipad air (4th gen) 256 gb rom 10.9 inch with 4g (green),apple,unknown,4,256,10.9,wi-fi+sim,12.0,7.0,7100,ipados,1,4.7,640,80900,76989,4,0
apple ipad 128 gb rom 9.7 inch with wi-fi only (gold),apple,unknown,4,128,9.7,wi-fi only,8.0,1.2,7100,ios,1,4.6,1654,35700,35700,0,0
apple ipad pro (2018) 256 gb rom 11 inch with 4g (silver),apple,unknown,4,256,11.0,wi-fi+sim,12.0,7.0,7100,ios,1,4.8,43,99900,96619,3,0
apple 2024 ipad mini 512 gb rom 8.3 inch with wi-fi+5g (purple),apple,unknown,4,512,8.3,wi-fi+sim,12.0,12.0,7100,unknown,0,4.6,12,94900,94900,0,0
apple ipad air (4th gen) 64 gb rom 10.9 inch with wi-fi only (green),apple,unknown,4,64,10.9,wi-fi only,12.0,7.0,7100,ipados,1,4.7,640,54900,52279,4,0
samsung galaxy tab s10 fe+ 8 gb ram 128 gb rom 13.1 inch with wi-fi+5g gaming tablet (silver),samsung,galaxy tab s10 fe+,8,128,13.1,wi-fi+sim,12.0,12.0,10090,android,1,4.6,7,75999,75999,0,0
samsung galaxy f14 4 gb ram 64 gb rom 17.02 cm (6.7 inch) inch with 4g gaming tablet (moonlight sliver...,samsung,galaxy f14,4,64,6.7,wi-fi+sim,12.0,12.0,7100,unknown,0,4.6,0,13999,13990,0,0
"wishtel ira duo book 1 + keyboard with accessories (adapter, usb cable, usb otg) 8 gb ram 256 gb rom 1...",wishtel,"ira duo book 1 + keyboard with accessories (adapter, usb cable, usb otg)",8,256,11.0,wi-fi+sim,5.0,12.0,7100,unknown,0,4.6,0,49999,42150,15,0
contixo kids android 10 2 gb ram 32 gb rom 7 inch with wi-fi only tablet (purple),contixo,kids android 10,2,32,7.0,wi-fi only,2.0,0.3,2800,android,1,2.7,15,14999,14999,0,0
samsung galaxy tab s6 lite with stylus 4 gb ram 128 gb rom 10.4 inch with wi-fi only tablet (pink),samsung,galaxy tab s6 lite with stylus,4,128,10.4,wi-fi only,8.0,5.0,7040,android,1,4.5,1185,33999,33999,0,0
apple ipad pro 512 gb rom 12.9 inch with wi-fi only (gold),apple,unknown,4,512,12.9,wi-fi only,12.0,7.0,7100,ios,1,4.7,32,93200,93200,0,0
apple ipad pro 256 gb rom 12.9 inch with 4g (gold),apple,unknown,4,256,12.9,wi-fi+sim,12.0,7.0,7100,ios,1,4.7,32,86800,86800,0,0
apple 2024 ipad mini 256 gb rom 8.3 inch with wi-fi only (purple),apple,unknown,4,256,8.3,wi-fi only,12.0,12.0,7100,unknown,0,4.6,12,59900,59900,0,0
apple 2025 ipad air (m3) 128 gb rom 11.0 inch with wi-fi+5g (space grey),apple,unknown,4,128,11.0,wi-fi+sim,12.0,12.0,7100,ipados,1,4.5,14,74900,71269,4,42600
apple 2024 ipad mini 512 gb rom 8.3 inch with wi-fi only (purple),apple,unknown,4,512,8.3,wi-fi only,12.0,12.0,7100,unknown,0,4.6,12,79900,79900,0,0
samsung galaxy tab s6 lite with stylus 4 gb ram 64 gb rom 10.4 inch with wi-fi only tablet (pink),samsung,galaxy tab s6 lite with stylus,4,64,10.4,wi-fi only,8.0,5.0,7040,android,1,4.5,1185,30999,30999,0,23400
acer iconia tab 4 gb ram 64 gb rom 8.7 inch with wi-fi+4g tablet (silver),acer,iconia tab,4,64,8.7,wi-fi+sim,8.0,5.0,5100,android,1,3.6,2,21999,11990,45,0
apple ipad pro 256 gb rom 12.9 inch with wi-fi only (gold),apple,unknown,4,256,12.9,wi-fi only,12.0,7.0,7100,ios,1,4.7,32,76200,76200,0,0
"swipe x1 full hd ips 10.1 inch 6 gb ram 128 gb rom 10.1 inch with 4g tablet (blue, glacier blue, sky b...",swipe,x1 full hd ips 10.1 inch,6,128,10.1,wi-fi+sim,13.0,8.0,7000,android,0,3.3,0,24999,10999,56,0
i kall n18 plus 6 gb ram 128.0 gb rom 10 inch with 4g tablet (mint green),i,kall n18 plus,6,128,10.0,wi-fi+sim,13.0,8.0,6000,android,1,3.4,2,13999,9999,28,0
apple ipad air (4th gen) 256 gb rom 10.9 inch with 4g (rose gold),apple,unknown,4,256,10.9,wi-fi+sim,12.0,7.0,7100,ipados,1,4.7,640,80900,76979,4,0
domo tab slp9 t310 os12 4 gb ram 64 gb rom 10.1 inch with 4g tablet (grey),domo,tab slp9 t310 os12,4,64,10.1,wi-fi+sim,13.0,5.0,5020,android,1,3.6,0,29990,9990,66,0
apple 2022 ipad pro (6th gen) 512 gb rom 12.9 inch with wi-fi only (space grey),apple,unknown,4,512,12.9,wi-fi only,12.0,12.0,7100,ipados,1,4.6,7,139900,104519,25,0
samsung galaxy tab s6 lite with stylus 4 gb ram 64 gb rom 10.4 inch with 4g tablet (angora blue),samsung,galaxy tab s6 lite with stylus,4,64,10.4,wi-fi+sim,8.0,5.0,7040,android,1,4.5,1185,35999,24890,30,0
lava magnum x1 2 gb ram 16 gb rom 6.98 inch with 4g tablet (dark blue),lava,magnum x1,2,16,6.98,wi-fi+sim,8.0,2.0,2850,android,1,3.5,43,11500,11500,0,0
lava magnum x1 2 gb ram 16 gb rom 6.98 inch with 4g tablet (white),lava,magnum x1,2,16,6.98,wi-fi+sim,8.0,2.0,2850,android,1,3.5,43,11500,11500,0,0
"micromax funbook mini p410i tablet (wi-fi, 3g)",micromax,unknown,1,1,7.0,wi-fi+sim,5.0,2.0,2800,android,0,3.3,61,7999,7999,0,0
samsung galaxy tab s10 fe+ 12 gb ram 256 gb rom 13.1 inch with wi-fi+5g gaming tablet (silver),samsung,galaxy tab s10 fe+,12,256,13.1,wi-fi+sim,12.0,12.0,10090,android,1,4.6,7,86999,86999,0,0
apple ipad mini (2019) 256 gb rom 7.9 inch with wi-fi only (silver),apple,unknown,4,256,7.9,wi-fi only,8.0,7.0,7100,ios,1,4.6,796,48900,46819,4,0
iball brace xj 3 gb ram 32 gb rom 10.1 inch with 4g tablet (gold),iball,brace xj,3,32,10.1,wi-fi+sim,8.0,5.0,7800,android,1,3.7,4,19999,19999,0,0
apple ipad pro 2021 (5th generation) 16 gb ram 2 tb rom 12.9 inches with wi-fi+5g (silver),apple,ipad pro 2021 (5th generation),16,128,12.9,wi-fi+sim,12.0,12.0,7100,ipados,1,4.6,16,212900,202599,4,0
itel pad one 4 gb ram 128 gb rom 10.1 inch with 4g tablet (light blue),itel,pad one,4,128,10.1,wi-fi+sim,5.0,12.0,7100,unknown,1,3.9,7,17999,10499,41,0
apple ipad air (5th gen) 256 gb rom 10.9 inch with wi-fi only (purple),apple,unknown,4,256,10.9,wi-fi only,12.0,12.0,7100,ipados,1,4.6,246,64900,56159,13,0
i kall n1 (1 gb+8 gb) 1 gb ram 8 gb rom 8 inch with 4g tablet (gold),i,kall n1 (1 gb+8 gb),1,8,8.0,wi-fi+sim,5.0,2.0,4000,android,1,2.8,17,6999,6499,7,0
apple ipad mini (2019) 64 gb rom 7.9 inch with wi-fi only (silver),apple,unknown,4,64,7.9,wi-fi only,8.0,7.0,7100,ios,1,4.6,796,34900,33209,4,0
apple ipad mini (2019) 64 gb rom 7.9 inch with wi-fi only (gold),apple,unknown,4,64,7.9,wi-fi only,8.0,7.0,7100,ios,1,4.6,796,34900,33209,4,0
domo tab slp8 6765 os13 4 gb ram 64 gb rom 10.1 inch with 4g tablet (grey),domo,tab slp8 6765 os13,4,64,10.1,wi-fi+sim,13.0,5.0,5020,android,1,4.6,0,29990,9890,67,0
apple ipad mini (2019) 256 gb rom 7.9 inch with 4g (gold),apple,unknown,4,256,7.9,wi-fi+sim,8.0,7.0,7100,ios,1,4.6,796,59900,57939,3,0
apple 2025 ipad air (m3) 256 gb rom 11.0 inch with wi-fi+5g (space grey),apple,unknown,4,256,11.0,wi-fi+sim,12.0,12.0,7100,ipados,1,4.5,14,84900,80789,4,42600
apple ipad pro 2021 (5th generation) 8 gb ram 256 gb rom 12.9 inches with wi-fi+5g (silver),apple,ipad pro 2021 (5th generation),8,256,12.9,wi-fi+sim,12.0,12.0,7100,ipados,1,4.6,16,122900,116949,4,0
apple 2025 ipad air (m3) 128 gb rom 13.0 inch with wi-fi only (purple),apple,unknown,4,128,13.0,wi-fi only,12.0,12.0,7100,ipados,1,4.4,3,79900,76029,4,0
samsung galaxy tab s6 lite with stylus 4 gb ram 64 gb rom 10.4 inch with 4g tablet (pink),samsung,galaxy tab s6 lite with stylus,4,64,10.4,wi-fi+sim,8.0,5.0,7040,android,1,4.5,1185,35999,35699,0,0
apple ipad mini (2019) 64 gb rom 7.9 inch with wi-fi only (space grey),apple,unknown,4,64,7.9,wi-fi only,8.0,7.0,7100,ios,1,4.6,796,34900,33209,4,0
tcl hera 14.3 vision wifi 8 gb ram 256 gb rom 14.25 inch with wi-fi only gaming tablet (grey),tcl,hera 14.3 vision wifi,8,256,14.25,wi-fi only,8.0,13.0,10000,android,1,4.6,0,39999,30619,23,0
apple 2024 ipad air (m2) 256 gb rom 11.0 inch with wi-fi+5g (blue),apple,unknown,4,256,11.0,wi-fi+sim,12.0,12.0,7100,ios,0,4.6,50,84900,84900,0,0
samsung galaxy tablet s7 6 gb ram 128 gb rom 11 inch with wi-fi only tablet (mystic black),samsung,galaxy tablet s7,6,128,11.0,wi-fi only,13.0,8.0,8000,android,1,4.8,15,59999,59999,0,0
apple 2024 ipad air (m2) 256 gb rom 11.0 inch with wi-fi only (blue),apple,unknown,4,256,11.0,wi-fi only,12.0,12.0,7100,ios,0,4.6,50,69900,69900,0,0
apple 2022 ipad pro (4th gen) 512 gb rom 11.0 inch with wi-fi only (space grey),apple,unknown,4,512,11.0,wi-fi only,12.0,12.0,7100,ipados,1,4.7,71,109900,97989,10,0
apple 2022 ipad pro (4th gen) 256 gb rom 11.0 inch with wi-fi only (space grey),apple,unknown,4,256,11.0,wi-fi only,12.0,12.0,7100,ipados,1,4.7,71,89900,80599,10,0
apple 2025 ipad air (m3) 128 gb rom 13.0 inch with wi-fi+5g (starlight),apple,unknown,4,128,13.0,wi-fi+sim,12.0,12.0,7100,ipados,1,4.4,3,94900,90309,4,42600
samsung galaxy tab s10 fe+ 8 gb ram 128 gb rom 13.1 inch with wi-fi+5g gaming tablet (blue),samsung,galaxy tab s10 fe+,8,128,13.1,wi-fi+sim,12.0,12.0,10090,android,1,4.6,7,75999,75999,0,0
apple 2022 ipad pro (4th gen) 128 gb rom 11.0 inch with wi-fi only (space grey),apple,unknown,4,128,11.0,wi-fi only,12.0,12.0,7100,ipados,1,4.7,71,79900,71239,10,0
apple ipad pro 2021 (3rd generation) 16 gb ram 1 tb rom 11 inches with wi-fi only (space grey),apple,ipad pro 2021 (3rd generation),16,128,11.0,wi-fi only,12.0,12.0,7100,ipados,1,4.7,179,134900,128369,4,0
apple 2022 ipad pro (4th gen) 128 gb rom 11.0 inch with wi-fi+5g (space grey),apple,unknown,4,128,11.0,wi-fi+sim,12.0,12.0,7100,ipados,1,4.7,71,94900,85799,9,0
